email,created_at,alert_type,org_type,org_id,org_name
fqT6DALtMlD7pSlj@nhs.net,2017-04-08,monthly,Practice,F81017,Walton Medical Centre
GIFAs6EjcEemJEqI@somersetccg.nhs.uk,2017-04-10,monthly,SICBL,11X,NHS Somerset
wLbbgcR_PJW3rdAq@gmail.com,2017-04-10,monthly,Practice,A87017,Woodlands Park Health CTR
wLbbgcR_PJW3rdAq@gmail.com,2017-04-10,monthly,Practice,A87012,Wideopen Medical Centre
efYks2PG2v0KID8L@nhs.net,2021-05-13,monthly,Practice,B81082,North Beverley Medical Centre
Njy39r4Z2byvS9eq@nhs.net,2021-05-14,monthly,PCN,U71897,South Bucks PCN
wQOz1jfuMCOKvqa1@lincolnshirewestccg.nhs.uk,2017-04-03,monthly,SICBL,71E,NHS Lincolnshire
ps3NCAcZ27kPsYBz@nhs.net,2017-04-11,monthly,SICBL,97R,NHS East Sussex
6fB4C_kHg4CeKsPh@gsk.com,2017-04-20,monthly,SICBL,91Q,NHS Kent and Medway
2JPMnpqlPTDUHIR2@dorsetccg.nhs.uk,2017-04-11,monthly,SICBL,11J,NHS Dorset
vtZyl_9S8EbK65gr@nhs.net,2017-04-12,monthly,Practice,M85019,Tower Hill Partnership
dhAalQjQDeQs3D8L@nhs.net,2017-04-12,monthly,SICBL,09D,NHS Brighton and Hove
ps3NCAcZ27kPsYBz@nhs.net,2017-04-11,monthly,SICBL,97R,NHS East Sussex
wtS4G5KoQ6dmLnlf@nhs.net,2017-04-12,monthly,Practice,B86044,Ireland Wood Surgery
nOri7pDblx4ZdPdh@doctors.org.uk,2017-04-12,monthly,SICBL,06K,NHS East and North Hertfordshire
ZYd0jCxJ1C9oC09M@bradford.nhs.uk,2017-04-27,monthly,Practice,B83054,Haigh Hall Medical Practice
0lc3R8v8wDFcCAWW@nhs.net,2017-04-14,monthly,SICBL,12F,NHS Wirral
cOj5ek7Tp6WwfsbW@nhs.net,2017-04-15,monthly,Practice,J82007,Coastal Medical Partnership
No6OmKAyG0vPQWMe@ntlworld.com,2017-04-16,monthly,Practice,E81028,The Blenheim Medical Centre
3G__vqWooZ0Ue4m6@hotmail.co.uk,2017-04-21,monthly,Practice,D82043,Watlington Medical Centre
wp07x3cyv5z_eIKe@gmail.com,2017-04-27,monthly,Practice,P81074,Highfield Surgery
Z_4vBmQ5ESjf4apk@gmail.com,2021-05-20,monthly,Practice,C84034,Churchfields Medical Practice
OY3KZMU88EHNU1Mg@nhs.net,2017-04-03,monthly,SICBL,14L,NHS Manchester
MNZ_rfDiyTG5_Oil@nhs.net,2017-04-19,monthly,Practice,M81022,Haresfield House Surgery
0St89nW2wc-ZlHLt@nhs.net,2021-05-20,monthly,Practice,E81047,Goldington Avenue Surgery
Gvq2fbfxnOtwBGTN@nhs.net,2021-05-21,monthly,Practice,M81040,Stourport Medical Centre
JwxG_Io_FlRY58U0@gmail.com,2017-02-18,monthly,Practice,M85108,Small Heath Medical Practice
_WbKZjvnTfmTqBGq@familyonwards.com,2017-04-20,monthly,Practice,Y01132,Chartfield Surgery
1jkzgGZ18Dki2-iW@hotmail.com,2017-04-20,monthly,Practice,H81061,Hillview Medical Centre
Zz9x24eU0wlYWw4p@hotmail.com,2017-04-21,monthly,Practice,H83030,Broom Road Medical Practice
ghJK4U95yRc9rotn@nhs.net,2017-04-21,monthly,Practice,N81052,Lawton House Surgery
V1F61ICy0ng-r7rF@dwpayne.net,2017-04-23,monthly,Practice,D81028,Firs House Surgery
d8E1ILawyxwajHkP@gp-l81036.nhs.uk,2017-04-24,monthly,Practice,L81019,Concord Medical Centre
QLo72Jn3DhAsptcz@chedmed.nhs.uk,2017-04-24,monthly,Practice,L85011,Cheddar Medical Centre
5GG3LnJmEIlgQL8E@cumbria.necsu.nhs.uk,2017-04-24,monthly,Practice,A82019,Fusehill Medical Practice
EA39i4inQN8eQhTu@nhs.net,2021-05-24,monthly,Practice,D82018,Hellesdon Medical Practice
xU1Z4eGzn-nvQLNH@gmail.com,2017-04-26,monthly,Practice,D82056,Elmham Surgery
nO0Kc1N49I1BCfzy@nhs.net,2017-04-27,monthly,Practice,B82023,Catterick Village Surgery
nO0Kc1N49I1BCfzy@nhs.net,2017-04-27,monthly,Practice,B82042,Lambert Medical Centre
vg50JdsY8m8ZRbZD@morecambebayccg.nhs.uk,2017-04-27,monthly,SICBL,01K,NHS Morecambe Bay
NwUr_wCXN0GUs7__@nhs.net,2017-04-27,monthly,Practice,J83041,Malmesbury Medical Partnership
oyqDg_DPKQAhH9u0@nhs.net,2017-05-05,monthly,SICBL,99G,NHS Southend
R7V91rae73ffPE_c@gmail.com,2017-04-18,monthly,Practice,E81013,Castle Medical Group Practice
785mHOweeJK11gm_@gmail.com,2017-04-27,monthly,Practice,A87012,Wideopen Medical Centre
785mHOweeJK11gm_@gmail.com,2017-04-27,monthly,Practice,A87017,Woodlands Park Health CTR
dPkU9ccrwPpr15g8@gp-a82014.nhs.net,2017-04-27,monthly,Practice,A82014,Caldbeck Surgery
ABlRIpKDvQWkI4ou@highbridgemc.nhs.uk,2017-04-25,monthly,Practice,L85010,Highbridge Medical Centre
ZD901a4wx23Sa02P@hotmail.com,2017-05-02,monthly,Practice,L81026,The Downend Health Group
R-P1OFmpv8wIGGxj@nhs.net,2017-05-02,monthly,Practice,L81026,The Downend Health Group
jt6hC6M1_XxNXWzX@nhs.net,2017-05-02,monthly,Practice,L81026,The Downend Health Group
hQQEw2_OwPQIpo4u@amgen.com,2017-05-03,monthly,SICBL,14L,NHS Manchester
VLZGDp3ZJd37QboT@gmail.com,2017-05-03,monthly,Practice,C82053,Hockley Farm Med Pract (A Nana)
xR_VK7WEk-4Yltj-@gmail.com,2017-05-03,monthly,Practice,L81023,East Trees Health Centre
zzVI36ev31itKWqB@nhs.net,2017-05-04,monthly,Practice,M81046,Abbottswood Medical Centre
uxm8W2m3XFyi60hu@nhs.net,2017-03-24,monthly,Practice,J84005,Esplanade Surgery
wEXglicXLtRK726l@nhs.net,2017-04-14,monthly,Practice,L84068,Mann Cottage Surgery
DIMW7NffRU6K05M2@nhs.net,2017-04-17,monthly,Practice,E84006,The Law Medical Group Practice
JwxG_Io_FlRY58U0@gmail.com,2017-04-27,monthly,SICBL,15E,NHS Birmingham and Solihull
f903Qem3HQa82WwN@nhs.net,2017-04-18,monthly,SICBL,15C,"NHS Bristol, North Somerset and South Gloucestershire"
HAg5q04g-acbpsdD@nhs.net,2017-04-08,monthly,Practice,F86040,Dr a Arif
iucKet7ThHAXEMHm@elht.nhs.uk,2017-05-04,monthly,SICBL,01A,NHS East Lancashire
kTU0KChOX3iCMuI0@nhs.net,2017-05-04,monthly,Practice,C84621,West Bridgford Medical Centre
5OkJXJu337Szn_Yf@nhs.net,2017-05-04,monthly,Practice,E81029,Putnoe Medical Centre Partnership
G3FbYM91GMeTT9hF@gp-p81074.nhs.uk,2017-04-27,monthly,Practice,P81074,Highfield Surgery
3URxPo4mggwl3u9a@nhs.net,2019-05-24,monthly,Practice,K83066,Greens Norton & Weedon Medical Practice
3URxPo4mggwl3u9a@nhs.net,2019-05-24,monthly,Practice,K83049,Brackley Medical Centre
3URxPo4mggwl3u9a@nhs.net,2019-05-24,monthly,Practice,K83620,The Brook Health Centre
3URxPo4mggwl3u9a@nhs.net,2019-05-24,monthly,Practice,K83031,Byfield Medical Centre
l8PjMssuqeszvJ75@nhs.net,2021-04-22,monthly,PCN,U95654,North Oxfordshire Rural Alliance (Nora) PCN
tN-RlmUQDWdLR_mu@nhs.net,2017-05-08,monthly,SICBL,93C,NHS North Central London
r6A-xJ5PepvPdYo_@nhs.net,2017-05-08,monthly,SICBL,99F,NHS Castle Point and Rochford
SOhlptty2Ok36M7M@nhs.net,2021-04-23,monthly,PCN,U40951,Mid Devon Healthcare PCN
4_CJAx8fcR-Q0IbY@nhs.net,2021-04-27,monthly,Practice,E84684,The Tudor House Medical Centre
KGiu_Yb3WFfy18An@nhs.net,2021-04-28,monthly,Practice,C84019,Fountain Medical Centre
5mdRx284sH3WUUWB@nhs.net,2021-05-03,monthly,PCN,U66620,Wallington PCN
BzG2Hs_hQJPEQNjC@doctors.org.uk,2017-05-10,monthly,Practice,C85004,Penistone Group PMS Practice
vxoyhVyf0-kzWENd@dorsetgp.nhs.uk,2021-05-04,monthly,PCN,U14261,Poole Bay & Bournemouth PCN
pSlJwBAXcYRU1PxI@nhs.net,2017-06-01,monthly,SICBL,92A,NHS Surrey Heartlands
nOyPKz5BK1WlDxXu@nhs.net,2017-05-11,monthly,Practice,D82035,Upwell Health Centre
7sWwi06M85klduK3@nhs.net,2017-05-11,monthly,Practice,D82105,St Clements Surgery
RGKg94mXHZMDoBGj@gmail.com,2024-11-27,monthly,SICBL,03Q,NHS Vale of York
CkRH0w_PET5aYh-m@nhs.net,2017-06-16,monthly,Practice,C81084,Inspire Health - Avenue House Surgery
QZo5vXKBcYQcsfJW@hotmail.com,2021-05-07,monthly,Practice,M82022,The Caxton Surgery
1bt-9yluIG6m7Eg0@nhs.net,2017-06-16,monthly,Practice,P88031,Bracondale Medical Centre
7a2mM4S3VNyb5EVk@nhs.net,2021-05-10,monthly,Practice,L83651,Adelaide Street Surgery
rAEKKPD1wRYSdpvz@gmail.com,2017-06-16,monthly,Practice,F83665,Swiss Cottage Surgery
N3YmbPFRVcdOW4ea@nhs.net,2021-05-12,monthly,Practice,B81653,King Street Medical Centre
NQyly0EEusZCv2HJ@nhs.net,2017-06-28,monthly,SICBL,36L,NHS South West London
eLV6Uld8FSwSddub@nhs.net,2017-06-04,monthly,SICBL,36J,NHS Bradford District and Craven
A3MC77utkU0HJA0N@nhs.net,2017-05-07,monthly,SICBL,84H,NHS County Durham
9Kx8OFk9VgwNO_Ex@nhs.net,2017-05-11,monthly,Practice,D82099,Southgates Surgical & Medical Centre
RXjahwF5ohAxq3Qh@nhs.net,2021-05-21,monthly,Practice,H82025,WOODLANDS&CLERKLANDS Partnership
mRABPBNpE2cX5fVa@nhs.net,2017-06-13,monthly,Practice,G82099,The College Practice
VVI_Jv6Y7zqfmEo0@nhs.net,2022-01-18,monthly,Practice,L84021,Yorkley Health Centre(wg)
CvIsUMK1c_KVFh0t@nhs.net,2021-05-22,monthly,PCN,U98513,Five Lane Ends PCN
5UWRWlyEiFOyBpxu@nhs.net,2017-05-12,monthly,SICBL,03N,NHS Sheffield
DeiBiFSmWMYUxV7J@hotmail.co.uk,2017-05-15,monthly,Practice,B84001,Station Road Surgery
FOOYzEQeZZffBL8F@nhs.net,2017-05-15,monthly,Practice,Y02354,Sandy Lane Surgery
wH95gQVcLkAig4RH@nhs.net,2017-05-16,monthly,Practice,D83047,Rosedale Surgery
qMBnx7qk5pc9apnR@dorsetccg.nhs.uk,2017-05-17,monthly,SICBL,11J,NHS Dorset
Z39T2wYE-6-y-pwO@consilienthealth.com,2017-05-18,monthly,SICBL,03N,NHS Sheffield
pe2KpWrdRz81yh2_@gp-l81047.nhs.net,2017-05-18,monthly,Practice,L81047,West Walk Surgery
QTD7nNsYspipJ-3r@nhs.net,2017-05-18,monthly,Practice,H81068,Brockwood Medical Practice
EA39i4inQN8eQhTu@nhs.net,2021-05-24,monthly,Practice,D82013,Old Catton Medical Practice
LUwNVGUJ9pRr1LPH@nhs.net,2017-05-08,monthly,SICBL,93C,NHS North Central London
lKlwIO3jpQRGG-St@nhs.net,2017-05-19,monthly,Practice,E86029,Cedar Brook Practice
K18915OZpvi5YEk2@nhs.net,2021-05-25,monthly,Practice,L83100,Beacon Medical Group
D_xZT1lKBc5QobGX@nhs.net,2021-11-05,monthly,Practice,M92041,Probert Road Surgery
nOyPKz5BK1WlDxXu@nhs.net,2017-05-11,monthly,SICBL,26A,NHS Norfolk and Waveney
QetRwP0YPIHez0wE@nhs.net,2017-05-24,monthly,Practice,L83112,West Hoe Surgery
HdAvJdtb8Mm6ghgM@nhs.net,2021-12-20,monthly,PCN,U88414,Cannock Villages PCN
tLLdTshv2xJLuBzD@nhs.net,2022-01-04,monthly,PCN,U58525,Sasse Network 2 PCN
gxftwcyy_71g_5-2@nhs.net,2017-06-04,monthly,Practice,B86044,Ireland Wood Surgery
YD_8zLElRmVC0IDq@gp-p92003.nhs.uk,2017-05-29,monthly,Practice,P92003,The Dicconson Group Practice
q07hkIXbDeAjadhg@hotmail.co.uk,2017-05-30,monthly,SICBL,11J,NHS Dorset
OcwSmTaB-siBty4_@nhs.net,2022-01-05,monthly,PCN,U46293,Woodberry Wetlands PCN
Utcgc2MtTWDTtt_y@nhs.net,2022-01-06,monthly,PCN,U37262,Canbury Churchill Orchard Berrylands PCN
IGHh82h-hugbFQJ6@hotmail.co.uk,2022-01-07,monthly,PCN,U07842,East Cleveland PCN
GBZpR4KJMpOpkUUP@nhs.net,2022-01-10,monthly,Practice,Y03595,Beechcroft and Old Palace
Wwaktj1_4LKyDJ89@nhs.net,2022-01-12,monthly,Practice,G82090,The Heron Medical Practice
ftNJlTFs3XRc7BW6@nhs.net,2022-02-07,monthly,SICBL,00Q,NHS Blackburn With Darwen
b5ZqRqGMjvYuK4pd@gmail.com,2017-06-01,monthly,Practice,H84017,Seymour House Surgery
jkQVGKw1maWyK9zZ@nhs.net,2022-02-08,monthly,Practice,N85046,Hoylake RD Met CTR
OHspblvhsbCf9WHD@nhs.net,2017-06-15,monthly,SICBL,99C,NHS North Tyneside
YQNDE-SKuGCawHnu@nhs.net,2022-02-10,monthly,Practice,L82010,Bosvena Health
RDBxb1sUETe9Gdvm@nhs.net,2022-02-10,monthly,Practice,B85028,The Grange Medical Practice
bTiTbwIw9t41j999@btinternet.com,2017-06-05,monthly,Practice,M83054,Audley Health Centre
dBAnVGFJR_xdRRY2@nhs.net,2017-06-05,monthly,Practice,L83111,Chilcote Practice
_HFBd1xHzMhHOHBm@gmail.com,2017-06-19,monthly,SICBL,15E,NHS Birmingham and Solihull
9NmKsZRH8dYC40nz@gmail.com,2017-06-06,monthly,Practice,P84017,Ladybarn Group Practice
rBzVS5-P5KeGQ3ql@nhs.net,2017-06-07,monthly,Practice,L83034,Albany Surgery
BafIiftVCqB7AlS7@nhs.net,2022-02-11,monthly,PCN,U89375,Brent Central KWH PCN
iiiFwidhh0BNGvQh@hotmail.combeelin,2017-06-08,monthly,Practice,D81056,Petersfield Medical Practice
PBmcJS05fAxTqUSX@nhs.net,2022-02-15,monthly,Practice,P81140,Darwen Healthlink
8TQOmuNMBDX6ayFO@mailinator.com,2017-05-25,monthly,SICBL,15N,NHS Devon
Fa7dQkKxGiaNkzkG@nhs.net,2022-02-15,monthly,Practice,K82051,The Misbourne Surgery
DMDLPrrb-r_Iz-4z@nhs.net,2017-06-16,monthly,Practice,G82090,The Heron Medical Practice
K4GJt2W_FAPj2WdW@nhs.net,2017-06-15,monthly,SICBL,15C,"NHS Bristol, North Somerset and South Gloucestershire"
0Lsy4uxCYuAtqYw6@hotmail.com,2017-06-24,monthly,SICBL,52R,NHS Nottingham and Nottinghamshire
WcHRfTxavAzslXPU@nhs.net,2017-06-11,monthly,Practice,L84065,Prices Mill Surgery
vSha1BNAIGYcQvxR@nhs.net,2022-02-16,monthly,SICBL,27D,NHS Cheshire
h0ksVPdlt_pRC8Vz@aol.com,2024-11-27,monthly,Practice,P89010,Medlock Vale Medical Practice
eA5DgF7005ZjU9b5@aol.com,2024-11-27,monthly,Practice,C88040,Oughtibridge Surgery
4dkJfgQyOrG-cdAP@gmail.com,2024-11-28,monthly,Practice,C83653,Stackyard and Woolsthorpe Surgery
sbRroYZLIDdx_pDo@nhs.net,2017-06-22,monthly,Practice,L83007,Seaton & Colyton Medical Practice
eA5DgF7005ZjU9b5@aol.com,2024-11-28,monthly,SICBL,03Q,NHS Vale of York
48rXdvkcHoM5zfHn@gmail.com,2024-11-28,monthly,Practice,C82068,Northfield Medical Centre
m1W9K_tM4RCS5z0L@gmail.com,2024-11-29,monthly,Practice,C88023,Sothall & Beighton Health Centres
ITrTbQHKDoQw_QwA@gmail.com,2024-11-29,monthly,Practice,B85619,Cook Lane Surgery
vrZOj2H8r5GAyelL@hotmail.com,2024-11-30,monthly,SICBL,36J,NHS Bradford District and Craven
tiaZxx67CwXMg9GQ@nhs.net,2017-06-12,monthly,SICBL,03N,NHS Sheffield
CRxBF6xeZslUQvvv@btinternet.com,2017-06-12,monthly,Practice,H81032,Heathcot Medical Practice
abiW4u-16-_b2QpD@yahoo.com,2024-12-01,monthly,SICBL,03Q,NHS Vale of York
meTEa9-8Fs5Yc8Ym@spirit-health.com,2022-03-03,monthly,SICBL,42D,NHS North Yorkshire
ADvHt5prHshLT37u@nhs.net,2017-05-24,monthly,SICBL,15N,NHS Devon
gJcB3OF4It8B4pHI@fontushealth.com,2017-06-15,monthly,Practice,M85717,Downsfield Medical Centre
-54U0Rq-jVJSsu2V@nhs.net,2017-06-09,monthly,SICBL,15E,NHS Birmingham and Solihull
meTEa9-8Fs5Yc8Ym@spirit-health.com,2022-03-03,monthly,SICBL,71E,NHS Lincolnshire
yb6JBe9el3RwXx_5@northderbyshireccg.nhs.uk,2017-06-15,monthly,SICBL,15M,NHS Derby and Derbyshire
meTEa9-8Fs5Yc8Ym@spirit-health.com,2022-03-03,monthly,SICBL,00L,NHS Northumberland
x_Hu40oTRgvLT9uB@aol.com,2024-11-27,monthly,Practice,C88006,Norfolk Park Health Centre
pTv8ainhAqcDt_4R@nhs.net,2022-03-03,monthly,Practice,C88074,Deepcar Medical Centre
y5DtK83gjSglX9bs@nhs.net,2022-03-04,monthly,PCN,U23710,Severn Health PCN
y5DtK83gjSglX9bs@nhs.net,2022-03-04,monthly,Practice,L84065,Prices Mill Surgery
drkGqIyDL4lEQKte@nhs.net,2022-03-08,monthly,Practice,A84014,Marine Medical Group
Ft6RqQtcEZbdH5MK@nhs.net,2022-03-08,monthly,Practice,L81050,Close Farm Surgery
yb6JBe9el3RwXx_5@northderbyshireccg.nhs.uk,2017-06-15,monthly,Practice,C81649,Calow and Brimington Practice
yb6JBe9el3RwXx_5@northderbyshireccg.nhs.uk,2017-06-15,monthly,Practice,C81058,The Brimington Surgery
ngVdxi_erwRleVxG@yahoo.co.uk,2017-05-12,monthly,SICBL,26A,NHS Norfolk and Waveney
kcErVe5hqGwLrbUY@nhs.net,2017-06-28,monthly,SICBL,26A,NHS Norfolk and Waveney
yb6JBe9el3RwXx_5@northderbyshireccg.nhs.uk,2017-06-15,monthly,Practice,C81055,North Wingfield Medical Centre
JhixAheoDYh8UpRU@hotmail.com,2017-06-15,monthly,Practice,C85005,Royston Group Practice
rGKNG9Sr74Cpyiw-@nhs.net,2017-06-20,monthly,Practice,P84669,Cornbrook Medical Practice
MLPHS4XqgCzP0oVY@leapfurther.org,2017-06-20,monthly,Practice,P81096,Parbold Surgery
QLKWm7ur6F4Z6WDW@doctors.org.uk,2017-06-20,monthly,Practice,M91010,Portland Medical Practice
wqfNaX6nkOaWAvJ5@nhs.net,2017-06-22,monthly,Practice,L81101,Somerton House Surgery
wqfNaX6nkOaWAvJ5@nhs.net,2017-06-22,monthly,Practice,L81025,Somer Valley Medical Group
yfJqgmYzd4-AT82k@nhs.net,2017-06-22,monthly,Practice,H84040,Hampton Medical Centre
auEuepun6xI-gY2S@nhs.net,2017-06-23,monthly,SICBL,11M,NHS Gloucestershire
0lQZLOwlEwYmfz_b@nhs.net,2017-06-23,monthly,Practice,L83079,Ide Lane Surgery
8Su56Ruf8kQsvR7g@gmail.com,2017-06-24,monthly,Practice,C81069,Riversdale Surgery
YaljQu-ebrrNj1yY@nhs.net,2017-06-26,monthly,Practice,C84105,Fairfields Practice
bJeTAiWQxMLG6H2D@nhs.net,2017-06-27,monthly,SICBL,01Y,NHS Tameside and Glossop
SHM-IPsp2BOsV5U_@lincolnshirewestccg.nhs.uk,2017-05-09,monthly,SICBL,71E,NHS Lincolnshire
oyqDg_DPKQAhH9u0@nhs.net,2017-06-29,monthly,SICBL,99F,NHS Castle Point and Rochford
xgKMb8p3gS0g5yV0@nhs.net,2017-06-27,monthly,SICBL,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire"
GFcM89JFbzaE-nI2@nhs.net,2017-06-30,monthly,Practice,F84658,Sangam Practice
AJsJ4y0VjIdru0B8@nhs.net,2017-06-30,monthly,Practice,C83025,Richmond Medical Centre
6r9Ch_NnMaGohMf0@nhs.net,2017-06-26,monthly,Practice,A81026,Linthorpe Surgery
yb6JBe9el3RwXx_5@northderbyshireccg.nhs.uk,2017-06-15,monthly,SICBL,15M,NHS Derby and Derbyshire
j63-QF2NeP8ve94p@nhs.net,2017-07-03,monthly,SICBL,07G,NHS Thurrock
1CgPq0PY0G-mxe9m@nhs.net,2017-07-03,monthly,SICBL,07H,NHS West Essex
1jR_nwIat4F7UXuO@nhs.net,2017-07-03,monthly,SICBL,06T,NHS North East Essex
YbTBXINAOXOZKbdq@aol.com,2024-11-27,monthly,SICBL,01V,NHS Southport and Formby
9rKr7gxlIHfnCee2@gmail.com,2024-11-27,monthly,PCN,U27924,Benfleet PCN
YBN5NLYERxSndWYo@gmail.com,2024-11-28,monthly,Practice,B85619,Cook Lane Surgery
7a2mM4S3VNyb5EVk@nhs.net,2021-05-10,monthly,Practice,L83112,West Hoe Surgery
szsTwsKdi7rYmunE@nhs.net,2021-05-12,monthly,Practice,A82032,Maryport Health Services
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83028,Spinney Brook Medical Centre
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83024,Rushden Medical Centre
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83044,Parklands Medical Centre
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83065,Nene Valley Surgery
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83069,Marshalls Road Surgery
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83080,Higham Ferrers Surgery
bYZ1wt-I90x9NraF@nhs.net,2017-07-04,monthly,SICBL,99C,NHS North Tyneside
KzNVYBeOgXaDAsMN@gmail.com,2017-07-07,monthly,Practice,L81106,Streamside Surgery
WXZRdP90tamU29ST@nhs.net,2017-07-04,monthly,SICBL,00L,NHS Northumberland
RXjahwF5ohAxq3Qh@nhs.net,2021-05-21,monthly,Practice,H82050,Ifield Medical Practice
EA39i4inQN8eQhTu@nhs.net,2021-05-24,monthly,Practice,D82073,The Lionwood Medical Practice
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83007,Harborough Field Surgery
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-24,monthly,Practice,K83030,The Cottons Medical Centre
4XY1K-OR3Za1_Z_H@neneccg.nhs.uk,2017-07-21,monthly,Practice,K83616,The Meadows Surgery
ifr4qUNnfeBZZw23@stokeccg.nhs.uk,2021-05-26,monthly,PCN,U87255,Shelton & Hanley PCN
jYjOtWTZDOMIoceE@nhs.net,2017-08-01,monthly,Practice,P85002,St Mary's Medical Centre
5Xn6iTr2BtG7gc59@nhs.net,2021-05-28,monthly,Practice,C88044,Manchester Road Surgery
E2UKY9hD47tV4JX8@nhs.net,2021-06-01,monthly,SICBL,11N,NHS Cornwall and the Isles of Scilly
rYvEfig-FytYUKUH@nhs.net,2021-06-02,monthly,Practice,L83038,Tavyside Health Centre
DVHKdPxeH0IQ2omC@googlemail.com,2017-07-03,monthly,SICBL,11M,NHS Gloucestershire
RiDcJl-gYXuJ5uuS@nhs.net,2017-07-07,monthly,Practice,G83680,Eltham Medical Practice
bHMuMgqRGvK9Wzfq@walsall.nhs.uk,2017-07-10,monthly,Practice,M91628,Brace Street HC- Kumar
HoT-ihuVDlGdPLZl@nhs.net,2021-06-03,monthly,Practice,H82017,Park Surgery
fwtcLHyFgp3VqtYG@newarkandsherwoodccg.nhs.uk,2017-07-14,monthly,SICBL,52R,NHS Nottingham and Nottinghamshire
Q1niuggW-sRGlSgw@nhs.net,2017-07-25,monthly,SICBL,07H,NHS West Essex
4CMy7EU_aMuQW4xc@nhs.net,2017-07-26,monthly,Practice,M86041,Clay Lane Medical Practice
4CMy7EU_aMuQW4xc@nhs.net,2017-07-26,monthly,Practice,M86037,Quinton Park Medical Centre
Y8ZC0tz210BghJVn@btinternet.com,2017-07-10,monthly,Practice,F81741,North Clacton Medical Practice
3Q77UpFVYJmKNYVe@livgp.nhs.uk,2021-06-07,monthly,PCN,U57480,Swagga PCN
i39Je9wXPaUbr6DE@nhs.net,2021-06-08,monthly,Practice,L81079,Hanham Health
EbXNjCH9TCFb--xY@nhs.net,2021-06-09,monthly,Practice,K81610,Forest Health Group-Mount Lane
-iF4_w3X5YzvGTfC@btinternet.com,2017-07-18,monthly,SICBL,15N,NHS Devon
ch0y56NtQNn95Wm7@nhs.net,2017-07-25,monthly,SICBL,15M,NHS Derby and Derbyshire
bYZ1wt-I90x9NraF@nhs.net,2017-07-04,monthly,SICBL,00L,NHS Northumberland
tPPbLkvP5rmCd6ou@nhs.net,2017-07-19,monthly,SICBL,36J,NHS Bradford District and Craven
gzgvTGhVhGF6Dd0P@nhs.net,2017-08-08,monthly,SICBL,72Q,NHS South East London
9CEJv7r5NPzN-_k_@nhs.net,2017-08-08,monthly,SICBL,72Q,NHS South East London
FcVvMF3wEwCv6vdW@nhs.net,2017-08-08,monthly,SICBL,72Q,NHS South East London
OO-SpiXVyyVVgT-7@nhs.net,2017-08-08,monthly,SICBL,72Q,NHS South East London
2r7VFYRqQKv1zlrh@its.jnj.com,2017-07-29,monthly,SICBL,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire"
WjFhvFzpd_mbs155@gmail.com,2017-07-31,monthly,SICBL,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire"
3qc4EhbuioFGPB0z@nhs.net,2017-07-11,monthly,SICBL,09D,NHS Brighton and Hove
n1tSj4BMT5CVnQ6w@outlook.com,2017-07-10,monthly,Practice,J82089,Hedge End Medical Centre
GlaeXyUdWowLFd7s@calderdaleccg.nhs.uk,2017-07-12,monthly,SICBL,02T,NHS Calderdale
1VZye3NPuie32HEw@nhs.net,2017-07-12,monthly,SICBL,99G,NHS Southend
VFCNW9_HYnCsmsRY@nhs.net,2017-07-12,monthly,SICBL,06T,NHS North East Essex
goPdxK1caGAkEh7j@nhs.net,2021-06-10,monthly,Practice,F81028,Wivenhoe Surgery
rHjtgE31lRmgq_8L@livgp.nhs.uk,2021-06-11,monthly,Practice,N82059,Greenbank Drive Surgery
tpWzDC3g9x5BJReJ@nhs.net,2021-06-14,monthly,Practice,L82061,Carnon Downs Surgery
Ubnzufo57vrw-BtG@nhs.net,2017-07-13,monthly,SICBL,97R,NHS East Sussex
3jhWmyxt6DKhocLh@nhs.net,2021-06-15,monthly,Practice,C88005,Walkley House & Stannington M.C
k70d76_-FiOujjDw@nhs.net,2017-07-13,monthly,SICBL,97R,NHS East Sussex
4yTWyOGoWMHObS4C@cumbria.necsu.nhs.uk,2017-07-18,monthly,Practice,A82032,Maryport Health Services
3A3HT-bZU8DQjfrB@nhs.net,2024-11-28,monthly,SICBL,15M,NHS Derby and Derbyshire
YGGjl1Ad2a5Iq_9M@hotmail.co.uk,2017-07-19,monthly,Practice,C88072,Woodhouse Medical Centre
1ibOXVROL-PMAora@nhs.net,2021-06-17,monthly,PCN,U23362,South One Newham PCN
iExkY36yAeNX7Zpg@nhs.net,2017-07-19,monthly,SICBL,03F,NHS Hull
8pWi0tikJM2XQ-xX@loomermedical.co.uk,2017-07-19,monthly,Practice,M83723,Loomer Medical Partnership
